string,numbers,errors
dcfcfeadcfc,"[4, 3, 6, 3, 6, 5, 1, 4, 3, 6, 3]",0
adcbeadcfad,"[1, 4, 3, 2, 5, 1, 4, 3, 6, 1, 4]",0
dcccfadccbf,"[4, 3, 3, 3, 6, 1, 4, 3, 3, 2, 6]",0
dccfadcfcff,"[4, 3, 3, 6, 1, 4, 3, 6, 3, 6, 6]",0
fadccbdcbdc,"[6, 1, 4, 3, 3, 2, 4, 3, 2, 4, 3]",0
bbfcbffadcc,"[2, 2, 6, 3, 2, 6, 6, 1, 4, 3, 3]",0
fadcbeadcff,"[6, 1, 4, 3, 2, 5, 1, 4, 3, 6, 6]",0
feadcfadcfa,"[6, 5, 1, 4, 3, 6, 1, 4, 3, 6, 1]",0
adcccccbadc,"[1, 4, 3, 3, 3, 3, 3, 2, 1, 4, 3]",0
adccccbdccb,"[1, 4, 3, 3, 3, 3, 2, 4, 3, 3, 2]",0
fadcfeadccc,"[6, 1, 4, 3, 6, 5, 1, 4, 3, 3, 3]",0
ccfccbcfcbb,"[3, 3, 6, 3, 3, 2, 3, 6, 3, 2, 2]",0
ccfadcbdcbe,"[3, 3, 6, 1, 4, 3, 2, 4, 3, 2, 5]",0
adcccccfffa,"[1, 4, 3, 3, 3, 3, 3, 6, 6, 6, 1]",0
beadcccfccb,"[2, 5, 1, 4, 3, 3, 3, 6, 3, 3, 2]",0
fadcffeadcc,"[6, 1, 4, 3, 6, 6, 5, 1, 4, 3, 3]",0
adcbeadcfcb,"[1, 4, 3, 2, 5, 1, 4, 3, 6, 3, 2]",0
bcbfadcbbdc,"[2, 3, 2, 6, 1, 4, 3, 2, 2, 4, 3]",0
bbeadcfeadc,"[2, 2, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
fadcfcfeadc,"[6, 1, 4, 3, 6, 3, 6, 5, 1, 4, 3]",0
cfeadcbfffa,"[3, 6, 5, 1, 4, 3, 2, 6, 6, 6, 1]",0
eadcbbeadcf,"[5, 1, 4, 3, 2, 2, 5, 1, 4, 3, 6]",0
bfccfcbbadc,"[2, 6, 3, 3, 6, 3, 2, 2, 1, 4, 3]",0
bccffccbdcf,"[2, 3, 3, 6, 6, 3, 3, 2, 4, 3, 6]",0
adccbffffcf,"[1, 4, 3, 3, 2, 6, 6, 6, 6, 3, 6]",0
bdcccbcfead,"[2, 4, 3, 3, 3, 2, 3, 6, 5, 1, 4]",0
ffeadcccbcf,"[6, 6, 5, 1, 4, 3, 3, 3, 2, 3, 6]",0
bcccbadccfc,"[2, 3, 3, 3, 2, 1, 4, 3, 3, 6, 3]",0
dccbdcccbfc,"[4, 3, 3, 2, 4, 3, 3, 3, 2, 6, 3]",0
cccffeadcfc,"[3, 3, 3, 6, 6, 5, 1, 4, 3, 6, 3]",0
bdccbfadcfe,"[2, 4, 3, 3, 2, 6, 1, 4, 3, 6, 5]",0
dccfccccfcc,"[4, 3, 3, 6, 3, 3, 3, 3, 6, 3, 3]",0
ccfadccfadc,"[3, 3, 6, 1, 4, 3, 3, 6, 1, 4, 3]",0
fcbeadcbead,"[6, 3, 2, 5, 1, 4, 3, 2, 5, 1, 4]",0
ccfccffcfff,"[3, 3, 6, 3, 3, 6, 6, 3, 6, 6, 6]",0
eadcbdccfea,"[5, 1, 4, 3, 2, 4, 3, 3, 6, 5, 1]",0
fffeadcfead,"[6, 6, 6, 5, 1, 4, 3, 6, 5, 1, 4]",0
fccfadccffc,"[6, 3, 3, 6, 1, 4, 3, 3, 6, 6, 3]",0
badccbdcccc,"[2, 1, 4, 3, 3, 2, 4, 3, 3, 3, 3]",0
eadcbcfcfea,"[5, 1, 4, 3, 2, 3, 6, 3, 6, 5, 1]",0
dcbeadcfadc,"[4, 3, 2, 5, 1, 4, 3, 6, 1, 4, 3]",0
eadccbcbadc,"[5, 1, 4, 3, 3, 2, 3, 2, 1, 4, 3]",0
cccfadcbead,"[3, 3, 3, 6, 1, 4, 3, 2, 5, 1, 4]",0
beadccbadcb,"[2, 5, 1, 4, 3, 3, 2, 1, 4, 3, 2]",0
feadcbbeadc,"[6, 5, 1, 4, 3, 2, 2, 5, 1, 4, 3]",0
adcffccfcbb,"[1, 4, 3, 6, 6, 3, 3, 6, 3, 2, 2]",0
eadcfccbcfc,"[5, 1, 4, 3, 6, 3, 3, 2, 3, 6, 3]",0
adcfccbfead,"[1, 4, 3, 6, 3, 3, 2, 6, 5, 1, 4]",0
beadcffadcf,"[2, 5, 1, 4, 3, 6, 6, 1, 4, 3, 6]",0
adcfccfeadc,"[1, 4, 3, 6, 3, 3, 6, 5, 1, 4, 3]",0
bbadcbfeadc,"[2, 2, 1, 4, 3, 2, 6, 5, 1, 4, 3]",0
cfeadcfeadc,"[3, 6, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
cccfeadcffa,"[3, 3, 3, 6, 5, 1, 4, 3, 6, 6, 1]",0
fcffffeadcf,"[6, 3, 6, 6, 6, 6, 5, 1, 4, 3, 6]",0
ccfffadccfa,"[3, 3, 6, 6, 6, 1, 4, 3, 3, 6, 1]",0
feadcccbead,"[6, 5, 1, 4, 3, 3, 3, 2, 5, 1, 4]",0
ffadcfcccff,"[6, 6, 1, 4, 3, 6, 3, 3, 3, 6, 6]",0
dccfcfeadcf,"[4, 3, 3, 6, 3, 6, 5, 1, 4, 3, 6]",0
badcbdccfff,"[2, 1, 4, 3, 2, 4, 3, 3, 6, 6, 6]",0
feadcbfcbbb,"[6, 5, 1, 4, 3, 2, 6, 3, 2, 2, 2]",0
feadcbeadcb,"[6, 5, 1, 4, 3, 2, 5, 1, 4, 3, 2]",0
fcbcbdcfead,"[6, 3, 2, 3, 2, 4, 3, 6, 5, 1, 4]",0
adcfeadccba,"[1, 4, 3, 6, 5, 1, 4, 3, 3, 2, 1]",0
eadcccffcbe,"[5, 1, 4, 3, 3, 3, 6, 6, 3, 2, 5]",0
eadccbadcba,"[5, 1, 4, 3, 3, 2, 1, 4, 3, 2, 1]",0
cbbdccbbead,"[3, 2, 2, 4, 3, 3, 2, 2, 5, 1, 4]",0
adccbadcbea,"[1, 4, 3, 3, 2, 1, 4, 3, 2, 5, 1]",0
eadcccbbbbf,"[5, 1, 4, 3, 3, 3, 2, 2, 2, 2, 6]",0
cfeadcbfadc,"[3, 6, 5, 1, 4, 3, 2, 6, 1, 4, 3]",0
bbbfcfffffa,"[2, 2, 2, 6, 3, 6, 6, 6, 6, 6, 1]",0
adccbadcccf,"[1, 4, 3, 3, 2, 1, 4, 3, 3, 3, 6]",0
ffadccfeadc,"[6, 6, 1, 4, 3, 3, 6, 5, 1, 4, 3]",0
adcccfadccf,"[1, 4, 3, 3, 3, 6, 1, 4, 3, 3, 6]",0
eadcfeadcfe,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 6, 5]",0
cbcccfccfff,"[3, 2, 3, 3, 3, 6, 3, 3, 6, 6, 6]",0
eadcbccfccf,"[5, 1, 4, 3, 2, 3, 3, 6, 3, 3, 6]",0
eadcfeadccb,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 3, 2]",0
dcbdcbadcfc,"[4, 3, 2, 4, 3, 2, 1, 4, 3, 6, 3]",0
fffeadcbadc,"[6, 6, 6, 5, 1, 4, 3, 2, 1, 4, 3]",0
eadcccccfad,"[5, 1, 4, 3, 3, 3, 3, 3, 6, 1, 4]",0
dccfadccfea,"[4, 3, 3, 6, 1, 4, 3, 3, 6, 5, 1]",0
dcccfeadcbc,"[4, 3, 3, 3, 6, 5, 1, 4, 3, 2, 3]",0
eadcfadcbad,"[5, 1, 4, 3, 6, 1, 4, 3, 2, 1, 4]",0
feadcccbcfa,"[6, 5, 1, 4, 3, 3, 3, 2, 3, 6, 1]",0
cfffcbbfadc,"[3, 6, 6, 6, 3, 2, 2, 6, 1, 4, 3]",0
bdcbdcbcbcb,"[2, 4, 3, 2, 4, 3, 2, 3, 2, 3, 2]",0
fffccbeadcc,"[6, 6, 6, 3, 3, 2, 5, 1, 4, 3, 3]",0
adcccbffadc,"[1, 4, 3, 3, 3, 2, 6, 6, 1, 4, 3]",0
dcfadcccbdc,"[4, 3, 6, 1, 4, 3, 3, 3, 2, 4, 3]",0
adcbdccfcfe,"[1, 4, 3, 2, 4, 3, 3, 6, 3, 6, 5]",0
cbeadccfead,"[3, 2, 5, 1, 4, 3, 3, 6, 5, 1, 4]",0
dcccfadcbcb,"[4, 3, 3, 3, 6, 1, 4, 3, 2, 3, 2]",0
eadcbcccbad,"[5, 1, 4, 3, 2, 3, 3, 3, 2, 1, 4]",0
fadcffcffea,"[6, 1, 4, 3, 6, 6, 3, 6, 6, 5, 1]",0
eadcbeadcfc,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 6, 3]",0
eadcffadcfa,"[5, 1, 4, 3, 6, 6, 1, 4, 3, 6, 1]",0
cbbfeadcbdc,"[3, 2, 2, 6, 5, 1, 4, 3, 2, 4, 3]",0
cfcbeadcccf,"[3, 6, 3, 2, 5, 1, 4, 3, 3, 3, 6]",0
dccbffccbbc,"[4, 3, 3, 2, 6, 6, 3, 3, 2, 2, 3]",0
eadccccbbbd,"[5, 1, 4, 3, 3, 3, 3, 2, 2, 2, 4]",0
feadcfcfadc,"[6, 5, 1, 4, 3, 6, 3, 6, 1, 4, 3]",0
cccfadcfccf,"[3, 3, 3, 6, 1, 4, 3, 6, 3, 3, 6]",0
adcfccbadcf,"[1, 4, 3, 6, 3, 3, 2, 1, 4, 3, 6]",0
fcbeadcbadc,"[6, 3, 2, 5, 1, 4, 3, 2, 1, 4, 3]",0
cbdccbbeadc,"[3, 2, 4, 3, 3, 2, 2, 5, 1, 4, 3]",0
adccbadcbcf,"[1, 4, 3, 3, 2, 1, 4, 3, 2, 3, 6]",0
ccbeadcbadc,"[3, 3, 2, 5, 1, 4, 3, 2, 1, 4, 3]",0
ffcfadcfead,"[6, 6, 3, 6, 1, 4, 3, 6, 5, 1, 4]",0
feadcbadcfc,"[6, 5, 1, 4, 3, 2, 1, 4, 3, 6, 3]",0
eadccffcccb,"[5, 1, 4, 3, 3, 6, 6, 3, 3, 3, 2]",0
beadcfeadcc,"[2, 5, 1, 4, 3, 6, 5, 1, 4, 3, 3]",0
eadcbeadcfc,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 6, 3]",0
dccbcfadccc,"[4, 3, 3, 2, 3, 6, 1, 4, 3, 3, 3]",0
dcbfadcfadc,"[4, 3, 2, 6, 1, 4, 3, 6, 1, 4, 3]",0
bbadcfeadcf,"[2, 2, 1, 4, 3, 6, 5, 1, 4, 3, 6]",0
dcbbcfadccb,"[4, 3, 2, 2, 3, 6, 1, 4, 3, 3, 2]",0
dcbbadcbbbc,"[4, 3, 2, 2, 1, 4, 3, 2, 2, 2, 3]",0
beadccfeadc,"[2, 5, 1, 4, 3, 3, 6, 5, 1, 4, 3]",0
eadcbeadccb,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 3, 2]",0
ffeadcccfad,"[6, 6, 5, 1, 4, 3, 3, 3, 6, 1, 4]",0
cbadcbbadcb,"[3, 2, 1, 4, 3, 2, 2, 1, 4, 3, 2]",0
feadcffeadc,"[6, 5, 1, 4, 3, 6, 6, 5, 1, 4, 3]",0
bccfcbfeadc,"[2, 3, 3, 6, 3, 2, 6, 5, 1, 4, 3]",0
eadccfadcba,"[5, 1, 4, 3, 3, 6, 1, 4, 3, 2, 1]",0
bccbcbccfad,"[2, 3, 3, 2, 3, 2, 3, 3, 6, 1, 4]",0
cbadcfadcbe,"[3, 2, 1, 4, 3, 6, 1, 4, 3, 2, 5]",0
adcbbadcfcf,"[1, 4, 3, 2, 2, 1, 4, 3, 6, 3, 6]",0
feadccbdccb,"[6, 5, 1, 4, 3, 3, 2, 4, 3, 3, 2]",0
adcbadcfadc,"[1, 4, 3, 2, 1, 4, 3, 6, 1, 4, 3]",0
cbffcbdcbdc,"[3, 2, 6, 6, 3, 2, 4, 3, 2, 4, 3]",0
fcfeadccbdc,"[6, 3, 6, 5, 1, 4, 3, 3, 2, 4, 3]",0
dccbadcbdcb,"[4, 3, 3, 2, 1, 4, 3, 2, 4, 3, 2]",0
eadcfadccbb,"[5, 1, 4, 3, 6, 1, 4, 3, 3, 2, 2]",0
eadcfeadcbc,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 2, 3]",0
eadcccfadcf,"[5, 1, 4, 3, 3, 3, 6, 1, 4, 3, 6]",0
adcccbdcbcf,"[1, 4, 3, 3, 3, 2, 4, 3, 2, 3, 6]",0
dccfadcfffe,"[4, 3, 3, 6, 1, 4, 3, 6, 6, 6, 5]",0
eadcbdcfead,"[5, 1, 4, 3, 2, 4, 3, 6, 5, 1, 4]",0
fadcbeadcfc,"[6, 1, 4, 3, 2, 5, 1, 4, 3, 6, 3]",0
bdcffcbcfcf,"[2, 4, 3, 6, 6, 3, 2, 3, 6, 3, 6]",0
eadcbfccccc,"[5, 1, 4, 3, 2, 6, 3, 3, 3, 3, 3]",0
dccfadcccbd,"[4, 3, 3, 6, 1, 4, 3, 3, 3, 2, 4]",0
adccfeadcba,"[1, 4, 3, 3, 6, 5, 1, 4, 3, 2, 1]",0
dccfcccfead,"[4, 3, 3, 6, 3, 3, 3, 6, 5, 1, 4]",0
beadcbcfead,"[2, 5, 1, 4, 3, 2, 3, 6, 5, 1, 4]",0
cfeadcccbad,"[3, 6, 5, 1, 4, 3, 3, 3, 2, 1, 4]",0
bcbdcbcfadc,"[2, 3, 2, 4, 3, 2, 3, 6, 1, 4, 3]",0
eadcfeadccc,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 3, 3]",0
adccbbfcbad,"[1, 4, 3, 3, 2, 2, 6, 3, 2, 1, 4]",0
fffcbfeadcb,"[6, 6, 6, 3, 2, 6, 5, 1, 4, 3, 2]",0
bdcffeadcbb,"[2, 4, 3, 6, 6, 5, 1, 4, 3, 2, 2]",0
ffadcbadccc,"[6, 6, 1, 4, 3, 2, 1, 4, 3, 3, 3]",0
bfadcfeadcf,"[2, 6, 1, 4, 3, 6, 5, 1, 4, 3, 6]",0
bcfeadcbdcc,"[2, 3, 6, 5, 1, 4, 3, 2, 4, 3, 3]",0
dcffadccbbf,"[4, 3, 6, 6, 1, 4, 3, 3, 2, 2, 6]",0
cfccfadcffa,"[3, 6, 3, 3, 6, 1, 4, 3, 6, 6, 1]",0
cfcbeadcfea,"[3, 6, 3, 2, 5, 1, 4, 3, 6, 5, 1]",0
cfcbdcbcbdc,"[3, 6, 3, 2, 4, 3, 2, 3, 2, 4, 3]",0
cfeadcfeadc,"[3, 6, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
adcfcbccfcf,"[1, 4, 3, 6, 3, 2, 3, 3, 6, 3, 6]",0
adcfadcffcb,"[1, 4, 3, 6, 1, 4, 3, 6, 6, 3, 2]",0
dccfadcbccb,"[4, 3, 3, 6, 1, 4, 3, 2, 3, 3, 2]",0
adcccbccfad,"[1, 4, 3, 3, 3, 2, 3, 3, 6, 1, 4]",0
feadccbdcbc,"[6, 5, 1, 4, 3, 3, 2, 4, 3, 2, 3]",0
cccccfcbdcc,"[3, 3, 3, 3, 3, 6, 3, 2, 4, 3, 3]",0
feadcfadcbb,"[6, 5, 1, 4, 3, 6, 1, 4, 3, 2, 2]",0
dcccfeadcbc,"[4, 3, 3, 3, 6, 5, 1, 4, 3, 2, 3]",0
dcffffcbbcc,"[4, 3, 6, 6, 6, 6, 3, 2, 2, 3, 3]",0
beadcfeadcc,"[2, 5, 1, 4, 3, 6, 5, 1, 4, 3, 3]",0
adcffadcffc,"[1, 4, 3, 6, 6, 1, 4, 3, 6, 6, 3]",0
cfcffadcbbf,"[3, 6, 3, 6, 6, 1, 4, 3, 2, 2, 6]",0
ccbbdccbead,"[3, 3, 2, 2, 4, 3, 3, 2, 5, 1, 4]",0
eadccbeadcf,"[5, 1, 4, 3, 3, 2, 5, 1, 4, 3, 6]",0
bbadcfeadcf,"[2, 2, 1, 4, 3, 6, 5, 1, 4, 3, 6]",0
bcbfadcffad,"[2, 3, 2, 6, 1, 4, 3, 6, 6, 1, 4]",0
adccfeadccb,"[1, 4, 3, 3, 6, 5, 1, 4, 3, 3, 2]",0
cbadcfcfadc,"[3, 2, 1, 4, 3, 6, 3, 6, 1, 4, 3]",0
dcffeadcbad,"[4, 3, 6, 6, 5, 1, 4, 3, 2, 1, 4]",0
eadcffeadcb,"[5, 1, 4, 3, 6, 6, 5, 1, 4, 3, 2]",0
adccccfcfcf,"[1, 4, 3, 3, 3, 3, 6, 3, 6, 3, 6]",0
ffeadcccfea,"[6, 6, 5, 1, 4, 3, 3, 3, 6, 5, 1]",0
adccfcbadcf,"[1, 4, 3, 3, 6, 3, 2, 1, 4, 3, 6]",0
adccffeadcc,"[1, 4, 3, 3, 6, 6, 5, 1, 4, 3, 3]",0
ccfcccfccbc,"[3, 3, 6, 3, 3, 3, 6, 3, 3, 2, 3]",0
fadcbadccfc,"[6, 1, 4, 3, 2, 1, 4, 3, 3, 6, 3]",0
badcccfeadc,"[2, 1, 4, 3, 3, 3, 6, 5, 1, 4, 3]",0
dccbcfeadcf,"[4, 3, 3, 2, 3, 6, 5, 1, 4, 3, 6]",0
fadcfadcfea,"[6, 1, 4, 3, 6, 1, 4, 3, 6, 5, 1]",0
badcfcbadcf,"[2, 1, 4, 3, 6, 3, 2, 1, 4, 3, 6]",0
eadcbadccbc,"[5, 1, 4, 3, 2, 1, 4, 3, 3, 2, 3]",0
adcfadcccbe,"[1, 4, 3, 6, 1, 4, 3, 3, 3, 2, 5]",0
cbeadccfccf,"[3, 2, 5, 1, 4, 3, 3, 6, 3, 3, 6]",0
adccfeadcbf,"[1, 4, 3, 3, 6, 5, 1, 4, 3, 2, 6]",0
cccccccbdcb,"[3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 2]",0
adcbdcbbccc,"[1, 4, 3, 2, 4, 3, 2, 2, 3, 3, 3]",0
cbadcbcfccc,"[3, 2, 1, 4, 3, 2, 3, 6, 3, 3, 3]",0
bbcbadcfffc,"[2, 2, 3, 2, 1, 4, 3, 6, 6, 6, 3]",0
badcbcfcccf,"[2, 1, 4, 3, 2, 3, 6, 3, 3, 3, 6]",0
eadcfcbcbad,"[5, 1, 4, 3, 6, 3, 2, 3, 2, 1, 4]",0
eadccffccfc,"[5, 1, 4, 3, 3, 6, 6, 3, 3, 6, 3]",0
adcfeadcccf,"[1, 4, 3, 6, 5, 1, 4, 3, 3, 3, 6]",0
cfcbeadcccf,"[3, 6, 3, 2, 5, 1, 4, 3, 3, 3, 6]",0
eadcccfadcc,"[5, 1, 4, 3, 3, 3, 6, 1, 4, 3, 3]",0
adcfffcfadc,"[1, 4, 3, 6, 6, 6, 3, 6, 1, 4, 3]",0
dccfccffcbc,"[4, 3, 3, 6, 3, 3, 6, 6, 3, 2, 3]",0
ffeadcccbea,"[6, 6, 5, 1, 4, 3, 3, 3, 2, 5, 1]",0
adccbfadccf,"[1, 4, 3, 3, 2, 6, 1, 4, 3, 3, 6]",0
cffadcbfadc,"[3, 6, 6, 1, 4, 3, 2, 6, 1, 4, 3]",0
cbcfcccfead,"[3, 2, 3, 6, 3, 3, 3, 6, 5, 1, 4]",0
dcbbadcfead,"[4, 3, 2, 2, 1, 4, 3, 6, 5, 1, 4]",0
eadccfcccbd,"[5, 1, 4, 3, 3, 6, 3, 3, 3, 2, 4]",0
adcfccccccc,"[1, 4, 3, 6, 3, 3, 3, 3, 3, 3, 3]",0
dcfadcfadcc,"[4, 3, 6, 1, 4, 3, 6, 1, 4, 3, 3]",0
beadccbfccc,"[2, 5, 1, 4, 3, 3, 2, 6, 3, 3, 3]",0
eadcbfeadcb,"[5, 1, 4, 3, 2, 6, 5, 1, 4, 3, 2]",0
fcbadcfadcf,"[6, 3, 2, 1, 4, 3, 6, 1, 4, 3, 6]",0
bbadcbadccc,"[2, 2, 1, 4, 3, 2, 1, 4, 3, 3, 3]",0
dcbcfcfeadc,"[4, 3, 2, 3, 6, 3, 6, 5, 1, 4, 3]",0
adcfadcbdcf,"[1, 4, 3, 6, 1, 4, 3, 2, 4, 3, 6]",0
bdccfcbcfea,"[2, 4, 3, 3, 6, 3, 2, 3, 6, 5, 1]",0
ccbbdcbfffa,"[3, 3, 2, 2, 4, 3, 2, 6, 6, 6, 1]",0
ffadcbfadcf,"[6, 6, 1, 4, 3, 2, 6, 1, 4, 3, 6]",0
eadcfcfeadc,"[5, 1, 4, 3, 6, 3, 6, 5, 1, 4, 3]",0
cffadccfcbf,"[3, 6, 6, 1, 4, 3, 3, 6, 3, 2, 6]",0
bbbeadcbccf,"[2, 2, 2, 5, 1, 4, 3, 2, 3, 3, 6]",0
adccbeadcbf,"[1, 4, 3, 3, 2, 5, 1, 4, 3, 2, 6]",0
dcbeadcfccc,"[4, 3, 2, 5, 1, 4, 3, 6, 3, 3, 3]",0
beadcfcbdcc,"[2, 5, 1, 4, 3, 6, 3, 2, 4, 3, 3]",0
adcbbfeadcf,"[1, 4, 3, 2, 2, 6, 5, 1, 4, 3, 6]",0
bbadcbeadcf,"[2, 2, 1, 4, 3, 2, 5, 1, 4, 3, 6]",0
cbfcbcbfadc,"[3, 2, 6, 3, 2, 3, 2, 6, 1, 4, 3]",0
fcfeadcbccc,"[6, 3, 6, 5, 1, 4, 3, 2, 3, 3, 3]",0
adcbbadccfa,"[1, 4, 3, 2, 2, 1, 4, 3, 3, 6, 1]",0
eadcffeadcb,"[5, 1, 4, 3, 6, 6, 5, 1, 4, 3, 2]",0
badcbcfcccf,"[2, 1, 4, 3, 2, 3, 6, 3, 3, 3, 6]",0
cbbbeadcffa,"[3, 2, 2, 2, 5, 1, 4, 3, 6, 6, 1]",0
fadcfeadcbf,"[6, 1, 4, 3, 6, 5, 1, 4, 3, 2, 6]",0
adcfeadcbcc,"[1, 4, 3, 6, 5, 1, 4, 3, 2, 3, 3]",0
badccbdcbdc,"[2, 1, 4, 3, 3, 2, 4, 3, 2, 4, 3]",0
fffcbeadccf,"[6, 6, 6, 3, 2, 5, 1, 4, 3, 3, 6]",0
cccfadcccfa,"[3, 3, 3, 6, 1, 4, 3, 3, 3, 6, 1]",0
feadccbcfad,"[6, 5, 1, 4, 3, 3, 2, 3, 6, 1, 4]",0
fadcffcccbd,"[6, 1, 4, 3, 6, 6, 3, 3, 3, 2, 4]",0
feadcbeadcf,"[6, 5, 1, 4, 3, 2, 5, 1, 4, 3, 6]",0
badcbbadccb,"[2, 1, 4, 3, 2, 2, 1, 4, 3, 3, 2]",0
eadcccbeadc,"[5, 1, 4, 3, 3, 3, 2, 5, 1, 4, 3]",0
cbbcbccfadc,"[3, 2, 2, 3, 2, 3, 3, 6, 1, 4, 3]",0
dccfadccbdc,"[4, 3, 3, 6, 1, 4, 3, 3, 2, 4, 3]",0
dcffadcfadc,"[4, 3, 6, 6, 1, 4, 3, 6, 1, 4, 3]",0
dcbccffeadc,"[4, 3, 2, 3, 3, 6, 6, 5, 1, 4, 3]",0
cfeadcfeadc,"[3, 6, 5, 1, 4, 3, 6, 5, 1, 4, 3]",0
badcbfcfccb,"[2, 1, 4, 3, 2, 6, 3, 6, 3, 3, 2]",0
adcfeadcfea,"[1, 4, 3, 6, 5, 1, 4, 3, 6, 5, 1]",0
adccbadcfea,"[1, 4, 3, 3, 2, 1, 4, 3, 6, 5, 1]",0
eadcccfadcf,"[5, 1, 4, 3, 3, 3, 6, 1, 4, 3, 6]",0
ccfccfadcba,"[3, 3, 6, 3, 3, 6, 1, 4, 3, 2, 1]",0
dcffeadcffa,"[4, 3, 6, 6, 5, 1, 4, 3, 6, 6, 1]",0
eadcbbadcfc,"[5, 1, 4, 3, 2, 2, 1, 4, 3, 6, 3]",0
eadcccbadcb,"[5, 1, 4, 3, 3, 3, 2, 1, 4, 3, 2]",0
ccbdcbfeadc,"[3, 3, 2, 4, 3, 2, 6, 5, 1, 4, 3]",0
adccbdcfadc,"[1, 4, 3, 3, 2, 4, 3, 6, 1, 4, 3]",0
cbdccccbffa,"[3, 2, 4, 3, 3, 3, 3, 2, 6, 6, 1]",0
cbfeadcbccb,"[3, 2, 6, 5, 1, 4, 3, 2, 3, 3, 2]",0
bfeadcffcbe,"[2, 6, 5, 1, 4, 3, 6, 6, 3, 2, 5]",0
fadcbbadcfe,"[6, 1, 4, 3, 2, 2, 1, 4, 3, 6, 5]",0
eadcbeadcff,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 6, 6]",0
bfcfadcfccb,"[2, 6, 3, 6, 1, 4, 3, 6, 3, 3, 2]",0
cbcccfadcbd,"[3, 2, 3, 3, 3, 6, 1, 4, 3, 2, 4]",0
cfcfadcfead,"[3, 6, 3, 6, 1, 4, 3, 6, 5, 1, 4]",0
fadcbbcccfc,"[6, 1, 4, 3, 2, 2, 3, 3, 3, 6, 3]",0
badccfadcfe,"[2, 1, 4, 3, 3, 6, 1, 4, 3, 6, 5]",0
beadcffeadc,"[2, 5, 1, 4, 3, 6, 6, 5, 1, 4, 3]",0
feadccfadcb,"[6, 5, 1, 4, 3, 3, 6, 1, 4, 3, 2]",0
adcfeadcbdc,"[1, 4, 3, 6, 5, 1, 4, 3, 2, 4, 3]",0
eadcbbdccba,"[5, 1, 4, 3, 2, 2, 4, 3, 3, 2, 1]",0
eadcccfffcf,"[5, 1, 4, 3, 3, 3, 6, 6, 6, 3, 6]",0
adcbeadcccf,"[1, 4, 3, 2, 5, 1, 4, 3, 3, 3, 6]",0
ccbadcfcfad,"[3, 3, 2, 1, 4, 3, 6, 3, 6, 1, 4]",0
dcbcbeadcfa,"[4, 3, 2, 3, 2, 5, 1, 4, 3, 6, 1]",0
ffadccbbfcc,"[6, 6, 1, 4, 3, 3, 2, 2, 6, 3, 3]",0
dcbeadcfead,"[4, 3, 2, 5, 1, 4, 3, 6, 5, 1, 4]",0
dcbcbadcfad,"[4, 3, 2, 3, 2, 1, 4, 3, 6, 1, 4]",0
eadcbadccfc,"[5, 1, 4, 3, 2, 1, 4, 3, 3, 6, 3]",0
dcffeadcbfc,"[4, 3, 6, 6, 5, 1, 4, 3, 2, 6, 3]",0
bffcbcbcbdc,"[2, 6, 6, 3, 2, 3, 2, 3, 2, 4, 3]",0
adcfcbbeadc,"[1, 4, 3, 6, 3, 2, 2, 5, 1, 4, 3]",0
feadccffadc,"[6, 5, 1, 4, 3, 3, 6, 6, 1, 4, 3]",0
cfeadcfadcf,"[3, 6, 5, 1, 4, 3, 6, 1, 4, 3, 6]",0
dcbdcbbfcfc,"[4, 3, 2, 4, 3, 2, 2, 6, 3, 6, 3]",0
ccffeadcfff,"[3, 3, 6, 6, 5, 1, 4, 3, 6, 6, 6]",0
dccbeadcffa,"[4, 3, 3, 2, 5, 1, 4, 3, 6, 6, 1]",0
adccfadccfe,"[1, 4, 3, 3, 6, 1, 4, 3, 3, 6, 5]",0
dcfadccbbfa,"[4, 3, 6, 1, 4, 3, 3, 2, 2, 6, 1]",0
cfcfffadcba,"[3, 6, 3, 6, 6, 6, 1, 4, 3, 2, 1]",0
adccccbdccb,"[1, 4, 3, 3, 3, 3, 2, 4, 3, 3, 2]",0
bcbccbcfccf,"[2, 3, 2, 3, 3, 2, 3, 6, 3, 3, 6]",0
fadccfadcff,"[6, 1, 4, 3, 3, 6, 1, 4, 3, 6, 6]",0
feadcbdccfa,"[6, 5, 1, 4, 3, 2, 4, 3, 3, 6, 1]",0
eadcbfeadcf,"[5, 1, 4, 3, 2, 6, 5, 1, 4, 3, 6]",0
eadcfeadcff,"[5, 1, 4, 3, 6, 5, 1, 4, 3, 6, 6]",0
eadcbeadcbb,"[5, 1, 4, 3, 2, 5, 1, 4, 3, 2, 2]",0
fcfeadcccfe,"[6, 3, 6, 5, 1, 4, 3, 3, 3, 6, 5]",0
